id,customer_name,address,pincode,latitude,longitude,weight,payment_mode,payment_status,driver_id,amount,created_at,batch_id,customer_phone,otp_verified
649be729-fbad-4093-9c21-7cec7226dc40,Shawn Stewart,"47246 Duane Shoal Suite 638, Robinsonbury, HI 17882",600001,-51.878558,-28.578202,1.26,upi,pending,,126.0,2025-07-21T09:25:33.784756,,+916363547255,True
799c7a0d-168d-4145-b149-e359cef311a9,Janet Brown,"4747 Michelle Brook Suite 170, Annahaven, PA 72390",600002,-19.550864,107.541152,2.2,upi,failed,,220.0,2025-07-21T09:25:33.785212,,+916363547255,False
3f59c071-c695-480d-84fa-ef4fff5007ca,Olivia Gibbs,"Unit 4969 Box 8297, DPO AA 81518",700001,-26.570812,107.787427,1.65,prepaid,paid,,165.0,2025-07-21T09:25:33.785609,,+916363547255,True
f904c0a1-ae50-496e-9a0f-9f83da228d85,John Weaver,"8125 Andrew Gardens Suite 527, Port Debramouth, VI 85906",700002,49.795229,-31.381838,4.88,upi,failed,,488.0,2025-07-21T09:25:33.786045,,+916363547255,False
7d0d1140-843b-4b1a-8877-71a909faa2b2,Jessica Flowers,"PSC 5220, Box 1161, APO AA 74641",700002,40.198434,15.320918,0.74,cod,pending,,74.0,2025-07-21T09:25:33.786269,,+916363547255,False
bb0edb5f-331c-4e51-bc60-a0766a6aa858,William Robertson,"2042 Sanchez Well Apt. 828, West Gwendolynburgh, LA 69477",400001,79.737045,-41.302429,0.53,cod,paid,,53.0,2025-07-21T09:25:33.786692,,+916363547255,True
09356083-800f-406d-b364-7d1e1d5f5564,Felicia Mendoza,"56725 Evans Spur Apt. 041, East Adam, WY 84159",560001,73.162034,-21.046545,4.46,prepaid,paid,,446.0,2025-07-21T09:25:33.787107,,+916363547255,True
3eac346e-ee07-4f36-9e48-a89a5916ea7c,Miss Patricia Rhodes,"6265 Klein Springs Apt. 201, North Daniel, ME 84347",110002,66.163712,86.754304,4.39,prepaid,pending,,439.0,2025-07-21T09:25:33.787530,,+916363547255,False
5c6c35a6-1ea3-4d4a-a7c5-3c7740997476,Andrea Gonzalez,"7757 Powers Terrace, Jonathanstad, MO 19242",700003,61.084440,59.020217,3.05,prepaid,failed,,305.0,2025-07-21T09:25:33.787921,,+916363547255,False
038ccbe5-f459-4cc7-8967-69454f6204ab,Shawn Buck,"5356 Tucker Islands, Meganport, VI 26522",560001,-19.240454,77.103834,3.38,prepaid,failed,,338.0,2025-07-21T09:25:33.788307,,+916363547255,False
48d98333-824c-469f-ad28-30a795163a34,Susan Dominguez,"310 Mcfarland Alley Apt. 441, New Jill, MS 65127",400002,-18.931924,78.881743,3.73,cod,failed,,373.0,2025-07-21T09:25:33.788713,,+916363547255,True
54135918-853d-48ef-bc21-42a77b0c7e07,Fred Murray,"28301 Michele River Suite 055, Cummingsberg, FM 03748",560003,29.412726,167.255389,3.6,prepaid,failed,,360.0,2025-07-21T09:25:33.789111,,+916363547255,True
38d9b0f7-d845-4691-aaf6-97e353e0b3f6,Richard Kelley,"187 Mark Coves, Joseshire, TX 75569",600003,-13.757156,-10.670044,4.44,cod,failed,,444.0,2025-07-21T09:25:33.789460,,+916363547255,True
0dd272ff-ee26-4eac-b79a-84c52b2c5721,Tommy Poole,"5330 Michael Mission, Stephenshire, NC 84394",600001,-42.152017,-110.759855,3.03,cod,paid,,303.0,2025-07-21T09:25:33.789811,,+916363547255,True
bb3bc5e3-d6b5-4d7a-bacb-2f6bdd6cf318,Felicia Mckinney,"91683 Hall Well, Scottstad, KY 29773",700003,-57.060310,153.592994,4.76,upi,paid,,476.0,2025-07-21T09:25:33.790189,,+916363547255,True
b82d6a36-7f96-4cca-a82f-934654557527,Jennifer Knox,"4192 Alexis Shoal Suite 319, North Karen, TN 57964",110002,-73.488971,69.811848,4.95,upi,pending,,495.0,2025-07-21T09:25:33.790549,,+916363547255,False
b2197c67-fb93-414c-b304-f88762d50b48,David Haynes,"84950 Mark Motorway Apt. 266, Cookhaven, TX 43059",560002,70.208346,127.053115,1.46,prepaid,paid,,146.0,2025-07-21T09:25:33.790948,,+916363547255,True
50151450-dab4-47e9-819b-43892077ad36,Howard Mendoza,"878 Jennifer Burgs Suite 827, Fernandezburgh, WA 43345",400003,-13.452604,97.791929,3.86,cod,paid,,386.0,2025-07-21T09:25:33.791339,,+916363547255,True
adea6daa-1829-42b3-87e4-f7bb78667b33,Nicholas Chavez,"2821 Shea Grove, Karinaberg, ME 31119",110002,-67.780928,168.650864,3.69,upi,paid,,369.0,2025-07-21T09:25:33.791715,,+916363547255,False
4f629385-d1ba-4fc1-a2f6-232aa8bc68f8,Kenneth Reed,"5005 Flores Grove, Gutierreztown, IN 33583",700001,-72.432538,-32.749702,0.82,prepaid,failed,,82.0,2025-07-21T09:25:33.792116,,+916363547255,True
658900f2-f20b-4ffb-909e-d3dc51f8f8ed,Angela Moore,"21798 Sanchez Falls, Whitneyhaven, AK 11461",700001,29.277936,155.034627,1.87,cod,failed,,187.0,2025-07-21T09:25:33.792507,,+916363547255,False
e0ff7046-627b-4bff-b0eb-ca2dcdcaafc3,Mandy Lynch,"127 Mathis Key Suite 058, Sandraland, SD 50703",110002,-89.945029,-8.965419,1.48,upi,paid,,148.0,2025-07-21T09:25:33.792899,,+916363547255,True
5142f144-746e-4eee-aa77-e1c36869cc33,Micheal Murphy,"570 Stefanie Pike, North Richardland, MS 52239",400002,61.228692,52.368870,0.64,upi,pending,,64.0,2025-07-21T09:25:33.793253,,+916363547255,True
eee3548f-03e0-4851-a4d6-d5c352388e54,Sarah Cameron,"427 Garrett Ferry, Brewerstad, MA 55503",110003,-4.978956,9.312473,1.47,prepaid,pending,,147.0,2025-07-21T09:25:33.793664,,+916363547255,False
4413b736-5da9-43c7-b91e-020e9218de4b,Karen Marquez,"60917 Davis Court Apt. 430, Loriland, IN 26280",560001,-59.752090,85.781113,3.26,cod,failed,,326.0,2025-07-21T09:25:33.794052,,+916363547255,True
2d6a2c89-54d9-43fd-8ba9-c2a4374eb8ad,Jason Floyd,"242 Lewis Lock Suite 666, West Kristin, IA 82329",560001,9.913742,100.811536,3.03,prepaid,paid,,303.0,2025-07-21T09:25:33.794435,,+916363547255,True
137a0dec-5045-4371-a0a9-2de8c70a184c,Clarence Young,"3455 Duarte Walks, Lake Wendy, MH 20620",400002,-23.618166,-114.626736,4.91,upi,pending,,491.0,2025-07-21T09:25:33.794806,,+916363547255,True
087048d2-d7e9-4256-a544-4597626ab92d,Tony Kim,"USNS Smith, FPO AP 23877",700002,12.297912,56.789330,0.66,prepaid,pending,,66.0,2025-07-21T09:25:33.795437,,+916363547255,True
507c03ad-a5fe-434b-b170-6ffcc90dca68,Heather Phillips,"294 Williams Route, New Toddport, NM 06120",600001,-13.723529,74.957316,2.24,prepaid,paid,,224.0,2025-07-21T09:25:33.796263,,+916363547255,True
35102aad-fae5-4715-8a59-3e476818cbfc,Ashley Martin,"3795 Allison Meadows, North Davidberg, LA 16052",700001,-0.615720,42.758336,4.4,cod,paid,,440.0,2025-07-21T09:25:33.797005,,+916363547255,False
dae54277-4011-4a6d-8af5-abb2aec99404,Christina Bradley,"Unit 3406 Box 2169, DPO AP 64073",700002,20.969649,-66.279298,2.44,cod,pending,,244.0,2025-07-21T09:25:33.797441,,+916363547255,True
1fab247a-6180-4aba-ac9f-1cecd96d512f,Jose Joseph,"26841 Murphy Meadow Apt. 875, South Mikeborough, ID 64214",700001,-33.362276,42.461656,1.62,cod,paid,,162.0,2025-07-21T09:25:33.798249,,+916363547255,False
e8c97c32-fd15-4fba-8ec3-2cdcec4b7bae,Wayne Wang,"88940 Rebekah Hills Apt. 003, Palmerport, CT 15381",600002,22.249604,21.082734,1.06,upi,failed,,106.0,2025-07-21T09:25:33.799050,,+916363547255,True
cd70077e-643e-47f6-9d02-de039b0122a0,Brandon Duke,"7091 Dawson Tunnel Suite 264, Janicebury, OK 40360",700002,-48.841772,64.626634,2.55,cod,failed,,255.0,2025-07-21T09:25:33.799847,,+916363547255,True
72f0090b-b48d-4814-9f64-51d219f2ba8a,Brent Johnson,"305 Horton Row, Ericberg, RI 86178",600002,61.676312,-125.706305,3.95,cod,paid,,395.0,2025-07-21T09:25:33.800616,,+916363547255,False
35380dc3-85fa-4477-a3d4-018f611145db,John Anderson,"0996 Maddox Motorway Suite 490, Port Linda, ID 12222",110003,-54.127699,-22.713887,0.51,cod,paid,,51.0,2025-07-21T09:25:33.801405,,+916363547255,True
b12aba87-9cc9-4f3a-8610-da12268a94b1,Anthony Hill,"4086 Joseph Street, West Kylebury, OK 20113",700003,9.945708,-63.656083,1.3,cod,failed,,130.0,2025-07-21T09:25:33.802130,,+916363547255,False
04045aaf-4391-410b-98a2-7c2055b0bd42,Christina May,"90865 Nina Glen, Lake Annette, FL 67645",110003,77.774863,-110.171317,1.34,prepaid,paid,,134.0,2025-07-21T09:25:33.802856,,+916363547255,False
34b8b21c-0ec0-4d6a-aad0-0f41599c6d11,Angelica Rogers,"138 Samuel Center Suite 641, Bellville, WA 24393",110003,-52.012774,124.847803,4.93,upi,failed,,493.0,2025-07-21T09:25:33.803651,,+916363547255,True
8520ba66-94f8-4499-8f93-21cf148d9949,Nicholas Mclaughlin,"9616 King Via Apt. 033, New Warrenmouth, VI 64068",400002,-26.007216,-121.679941,2.24,prepaid,pending,,224.0,2025-07-21T09:25:33.804456,,+916363547255,False
e41e18a0-f825-4ed4-a11c-316bc2d2fc80,Christopher Barnes,"3667 Brittany Mill Apt. 996, Dennisburgh, WY 28731",700003,76.616484,139.364176,3.44,upi,failed,,344.0,2025-07-21T09:25:33.805258,,+916363547255,False
49aa3898-30fc-44a6-8c36-fb2376adce05,Jordan Simpson,"989 James Locks, Jonathanfurt, WY 58651",700003,-33.328560,30.860382,0.76,upi,failed,,76.0,2025-07-21T09:25:33.805965,,+916363547255,False
6ce17ad2-8fd9-4d03-b8a9-a073e3580922,Candice Edwards,"851 Weber Rue Apt. 297, Contrerasmouth, NH 23925",600002,-21.012834,86.448135,4.68,upi,failed,,468.0,2025-07-21T09:25:33.806813,,+916363547255,True
bbb5f4d3-172f-481c-8d30-65cd201af2ca,Dr. Fernando Griffith,"106 Samuel Lakes, North Pamela, VI 41336",700002,79.545398,-47.529884,3.78,upi,failed,,378.0,2025-07-21T09:25:33.807552,,+916363547255,False
1456b11a-8c82-4d5e-b2ef-18f63152c1f5,Martin Lambert DDS,"679 David Walk, West Felicia, ID 60238",560003,23.274237,-146.474691,3.74,prepaid,failed,,374.0,2025-07-21T09:25:33.808304,,+916363547255,True
90e159d8-e7da-432d-996a-35fc6b361b06,Jacob Barnes,"2159 Frank Dam Apt. 198, Youngport, IN 80119",110003,-22.232210,-2.518193,3.83,cod,failed,,383.0,2025-07-21T09:25:33.809154,,+916363547255,False
27b22284-16f7-4896-964f-a67aa7c64944,Stephanie Juarez,"64725 Alexandra Grove, North William, IN 35074",700002,-67.304960,54.696251,0.75,upi,paid,,75.0,2025-07-21T09:25:33.809878,,+916363547255,True
5d151a38-aee8-490d-8785-7a7ed1d2d2d2,Judith Hansen,"0468 Brandy Camp, Jeremyland, LA 88698",110002,-24.171310,-49.848306,3.0,upi,pending,,300.0,2025-07-21T09:25:33.810696,,+916363547255,True
71c0dcee-e894-49f4-8883-675a96cf8d41,Melissa Thomas,"Unit 2438 Box 4156, DPO AP 99694",400001,-16.114606,87.213504,2.01,prepaid,paid,,201.0,2025-07-21T09:25:33.811501,,+916363547255,True
715fbec6-179e-446c-bcc4-0013c257fef4,Mark Nolan,"1317 Nathan Extension Apt. 800, New Christopher, IL 17627",600003,-59.896192,-81.388983,2.25,prepaid,failed,,225.0,2025-07-21T09:25:33.812500,,+916363547255,False
dcfa4276-17cf-470f-93ce-1093964bfdeb,Tony Young,"198 Dwayne Springs Apt. 955, Wilkinsonberg, NY 85392",400003,56.260998,-78.393834,2.21,cod,failed,,221.0,2025-07-21T09:25:33.813287,,+916363547255,False
65a67581-fd16-4b6e-8a1d-9f231460cee3,Jasmine Williams,"3781 Shannon Squares Suite 405, New Joseph, OR 99128",400001,-77.182290,-153.530966,1.66,cod,paid,,166.0,2025-07-21T09:25:33.814312,,+916363547255,True
7ca9e2d1-11ae-420b-a6e9-4a2ca22e492d,Ashley Zimmerman,"88058 James Extensions, Port Davidmouth, OH 18990",600003,-85.653210,101.502782,2.91,prepaid,pending,,291.0,2025-07-21T09:25:33.815151,,+916363547255,True
c48e29c4-6b50-4c23-9e96-ce42016f1366,Paul Brown,"63035 Karl Brooks Suite 808, Lake Amandaborough, CA 20755",560002,-84.387312,-129.892756,4.91,prepaid,pending,,491.0,2025-07-21T09:25:33.815752,,+916363547255,False
2184e7fb-24f0-46dd-8f54-174fc4e8fba7,Douglas Alvarado,"855 Gonzalez Island Apt. 738, Port Ianton, PW 62625",600001,-22.439252,-108.403160,2.3,upi,failed,,230.0,2025-07-21T09:25:33.816188,,+916363547255,False
e61d82d4-4575-4bae-8ea1-df3739f0904e,Jacqueline Walter,"72472 Elizabeth Shore Apt. 393, Longborough, WA 66930",400001,34.512062,128.981876,2.05,upi,pending,,205.0,2025-07-21T09:25:33.816631,,+916363547255,True
324491f1-ea7c-4d8e-bb79-d7ccd5f9d470,Lori Gutierrez,"817 Robert Neck, South James, LA 84095",400003,54.902110,-2.939219,3.1,upi,failed,,310.0,2025-07-21T09:25:33.817023,,+916363547255,False
c64f4b6f-fec2-4b1c-9d78-688d3841189e,Sherry Benton,"6367 James Forges, West Tonyaburgh, TX 60297",700001,70.269875,29.900791,1.45,cod,pending,,145.0,2025-07-21T09:25:33.817869,,+916363547255,True
8ea68aef-e6f5-44e3-a0ac-dd2cf999b8fe,Joshua Rios,"18045 Harris Forge Apt. 615, Mitchellland, ND 26050",110002,69.638640,-111.227862,4.14,cod,pending,,414.0,2025-07-21T09:25:33.821185,,+916363547255,False
881a3dc9-2056-4702-93a2-853f18947902,Virginia Jackson,"109 Angela Villages Suite 476, Foleyburgh, WY 50196",110001,-84.532457,-106.395970,1.06,prepaid,paid,,106.0,2025-07-21T09:25:33.822228,,+916363547255,False
86734904-8eb5-4cdf-ab55-7958c0906e7b,Mary Lewis,"291 Russell Roads, Lake Michaeltown, SD 28146",400003,23.161508,-30.876150,3.73,cod,paid,,373.0,2025-07-21T09:25:33.823095,,+916363547255,True
731d56d1-1838-4a26-88d5-ea4b87cea534,Nicholas Hartman,"879 Monica Mountains, Port Jonathanburgh, ME 37282",400001,52.541770,131.499835,4.95,prepaid,pending,,495.0,2025-07-21T09:25:33.823835,,+916363547255,False
4aae83d3-1611-4d11-ae31-1400de6e41f1,Edward Meyer DDS,"8860 Laurie Mountain, Port Manuel, SC 96101",600003,-43.045932,-66.003382,0.96,cod,pending,,96.0,2025-07-21T09:25:33.824570,,+916363547255,True
4b6f3a2f-2b70-4a09-9831-cdb2c6289950,Lisa Scott DVM,"07076 Dougherty Estate, Robertstad, WY 57978",600002,-78.002035,-89.988114,2.89,prepaid,paid,,289.0,2025-07-21T09:25:33.825372,,+916363547255,True
a4010673-c2d0-4c7b-a33d-6bfa7a28df38,John Price,"7876 Melissa Creek Suite 942, Deborahborough, AK 58045",110002,55.681600,-109.050995,0.56,cod,paid,,56.0,2025-07-21T09:25:33.826115,,+916363547255,True
201fcf8f-9d44-4c0c-83a7-1b464588d8de,Emma Freeman,"27208 Kathryn Causeway Apt. 156, South Joshua, NH 14514",600002,-55.077506,-123.855518,3.75,upi,paid,,375.0,2025-07-21T09:25:33.826860,,+916363547255,False
bddfd54c-0f78-4aba-8418-b71a3690260c,David Weaver,"6685 Munoz Mall Suite 347, New Zachary, WY 84897",700002,66.283575,104.439678,1.47,upi,failed,,147.0,2025-07-21T09:25:33.827653,,+916363547255,False
38662964-6e4b-4c86-86ff-e69ab2a970d7,Sara Bender,"843 Warren Parkways, South Albert, PA 52260",400002,32.775160,78.050437,0.91,cod,paid,,91.0,2025-07-21T09:25:33.828438,,+916363547255,True
51d42472-ac7f-4d48-aabb-99b80c2546de,Ronald Brewer,"79560 Taylor Trace Suite 315, Joshuafurt, TN 59652",600001,68.419203,39.631667,1.64,upi,paid,,164.0,2025-07-21T09:25:33.829231,,+916363547255,True
e119ef85-0bdf-4918-b0d6-fcd9d45d22c9,Michael Luna,"8830 Kim Neck Apt. 055, Port Rebecca, IA 37077",560002,-22.061229,163.161493,1.54,cod,paid,,154.0,2025-07-21T09:25:33.829981,,+916363547255,True
ed70902d-e117-4188-87c8-155698371e34,Mike Wiley PhD,"86397 Margaret Plain, Robinmouth, MH 66774",400002,-77.598242,45.365167,0.66,cod,paid,,66.0,2025-07-21T09:25:33.830734,,+916363547255,True
c2c3d3f9-0083-4002-b5c0-451c151b7314,Brooke Rodriguez,"653 Lynch Garden, Morrisville, WI 98416",110001,41.723519,107.829320,4.01,upi,failed,,401.0,2025-07-21T09:25:33.831558,,+916363547255,True
4ce3eaec-ad7c-4555-ba74-98bbc55ca8ad,Kimberly Mcdonald,"16500 Daryl Ville Apt. 101, West Glennside, FL 30362",560002,-20.780246,-99.040428,2.53,cod,pending,,253.0,2025-07-21T09:25:33.832316,,+916363547255,True
04089923-8ad1-4a75-84be-afdb56816ef1,Kenneth Dunn,"Unit 2631 Box 5698, DPO AA 28764",110001,-41.820948,117.676654,1.76,cod,paid,,176.0,2025-07-21T09:25:33.832752,,+916363547255,True
93804dd9-6bdc-4bac-b7e8-fd9a50133df0,Mrs. Elizabeth Thompson,"1531 Amber Keys Suite 691, Justinborough, MT 17191",400003,85.599804,80.021629,1.49,upi,paid,,149.0,2025-07-21T09:25:33.833513,,+916363547255,True
b202d26f-4f80-473d-844d-a92a8f81d954,Dalton Baker,"16655 Kelly Crest Apt. 410, Mccarthytown, CA 50903",110001,21.057722,45.601838,0.54,prepaid,pending,,54.0,2025-07-21T09:25:33.835437,,+916363547255,False
0b7b1c6c-4b65-4c94-98a3-a8eac77ec9fd,Tyrone Casey,"21712 Cohen Lock, North Lisa, IN 11089",110002,4.774488,-77.173660,4.85,prepaid,failed,,485.0,2025-07-21T09:25:33.836370,,+916363547255,False
89fc49c9-5a13-47b1-8c9e-73544534f974,Tracy Duncan,"2192 Anna Stream Suite 260, Port Davidmouth, NV 95433",560003,-58.568799,100.372736,1.87,prepaid,paid,,187.0,2025-07-21T09:25:33.837177,,+916363547255,False
a6701e6a-c5a9-4241-8098-6d09b7fb41f2,Tammy Massey,"2129 Griffith Plaza Apt. 241, Smithton, IN 26956",600002,-51.234978,-7.015903,1.97,upi,paid,,197.0,2025-07-21T09:25:33.837663,,+916363547255,False
f25ff7d5-e619-4f33-99cb-bfb7bd0e14d2,Kelly Barnes,"074 Curtis Ramp Apt. 879, Manuelberg, UT 27632",110002,87.649366,-125.631406,3.99,cod,failed,,399.0,2025-07-21T09:25:33.838093,,+916363547255,True
8b6a9db1-bad4-44c9-a1dc-27dadfb29a21,Cameron Mccormick,"47654 Denise Tunnel Apt. 008, West Michael, WI 43923",600003,-34.903557,121.579439,0.98,prepaid,pending,,98.0,2025-07-21T09:25:33.838836,,+916363547255,False
02b32505-c377-4be6-af41-7fbe6ac721ff,Joe Sanchez,"82668 Katelyn Meadows Suite 113, West Nataliefort, MH 41433",400003,25.195428,104.487997,2.42,prepaid,pending,,242.0,2025-07-21T09:25:33.839622,,+916363547255,True
4360d8fa-d0b8-4da4-b7e4-8b62472d6aea,Victoria Bryan,"54091 Cardenas Spurs, Annside, GU 12621",110003,38.106450,43.975272,2.7,cod,paid,,270.0,2025-07-21T09:25:33.840415,,+916363547255,True
81a28636-686e-4b0a-81de-ec60c8644697,Carl Farrell,"Unit 1855 Box 2868, DPO AA 27014",110003,45.515876,-61.061520,1.91,cod,failed,,191.0,2025-07-21T09:25:33.840843,,+916363547255,False
e2facdb1-d096-4f88-a738-2e59497af3b4,Lauren Cook,"8417 Tara Forges Apt. 026, Walterburgh, GU 59844",700001,-80.071938,25.361140,3.32,upi,failed,,332.0,2025-07-21T09:25:33.841593,,+916363547255,True
210f6e8a-5c00-4433-bbe5-0f22eb6dbb33,Ricky Hendrix,"60522 Laura Trace Apt. 463, Danielleport, MT 45894",700002,80.650249,155.065549,1.19,prepaid,paid,,119.0,2025-07-21T09:25:33.842335,,+916363547255,True
c3e1c28d-cb61-4108-9bb4-106e30a1ea5e,Lisa Smith,"80227 Rowland Ferry Apt. 934, Lake Micheleside, AR 81944",400002,38.713875,-92.705230,4.31,prepaid,failed,,431.0,2025-07-21T09:25:33.843146,,+916363547255,True
285ed382-4926-4dc2-81e5-82f68d4c48f5,Courtney Roy,"397 Kevin Road, North Christophershire, HI 79656",110001,69.403240,7.247098,4.52,cod,paid,,452.0,2025-07-21T09:25:33.843877,,+916363547255,False
71616b37-27e4-4d96-9252-c2dfbf113839,Sarah Fisher,"5809 Alvarez Pike Suite 261, North Amberside, UT 32168",400002,-50.878972,-11.240658,0.58,prepaid,paid,,58.0,2025-07-21T09:25:33.844686,,+916363547255,False
d2c1a56a-bcda-43d1-bb35-ca1008ceffab,Kelly Jones,"2849 Michael Harbors Apt. 114, North Casey, TX 31948",400002,67.054288,131.499271,1.28,upi,paid,,128.0,2025-07-21T09:25:33.845449,,+916363547255,True
2a261946-c863-4f3c-8ab2-604d4f52ca93,Matthew Jacobs,"026 Keith Shoals, Cruzport, AZ 19067",700002,-86.288700,-42.917121,4.61,cod,failed,,461.0,2025-07-21T09:25:33.846297,,+916363547255,True
b36c6316-6558-49fc-a5d1-0d594a59155d,Douglas Hunt,"3752 Debra Walk Apt. 676, East Jasmine, MO 39037",700003,33.113962,-29.935697,3.18,cod,paid,,318.0,2025-07-21T09:25:33.847039,,+916363547255,False
d0cc7dcd-ecd4-4e2c-bb07-38e6b8321a04,Paul Thomas,"848 Susan Lane Suite 808, East Shawnport, CT 03742",600003,71.133774,-63.055610,3.74,cod,paid,,374.0,2025-07-21T09:25:33.847778,,+916363547255,True
cecb650d-8a96-43f2-8273-ca1fa4f95542,Joseph Hart,"812 Raymond Brooks Suite 149, Jasonhaven, IN 58017",110001,-46.276340,-99.565770,4.23,cod,pending,,423.0,2025-07-21T09:25:33.848519,,+916363547255,True
077e296e-3760-47e2-826f-ae5d97edaf43,Alexander Garza,"08201 Rivera Green Apt. 130, Chadport, WV 57698",560002,74.541716,59.922046,4.14,prepaid,paid,,414.0,2025-07-21T09:25:33.849315,,+916363547255,True
840c71fc-976f-4424-9690-3dd42e26a937,Pamela Rodriguez,"37826 Katherine Islands Apt. 810, Cookfurt, RI 28995",560001,-12.386111,-51.085712,0.75,cod,failed,,75.0,2025-07-21T09:25:33.850149,,+916363547255,False
104b9536-b649-4842-82d5-d4ec4a6be746,Jamie Horton,"044 Potts Island, Rebeccaport, MH 01301",110001,-3.653259,-154.205668,3.13,prepaid,pending,,313.0,2025-07-21T09:25:33.851006,,+916363547255,True
13dac33d-413d-4925-a9d5-a293b2e2c0d9,Kenneth Lopez,"298 Amanda Neck Suite 945, North Jeremy, MT 48075",110003,-39.926228,-65.684881,0.63,prepaid,pending,,63.0,2025-07-21T09:25:33.851766,,+916363547255,False
f21c12c6-7c19-4d87-9fc2-629157807b4b,Jeffery Miller,"17387 Hopkins Harbors Suite 409, West Troyfurt, PA 06817",560002,-40.218349,13.024824,2.86,prepaid,failed,,286.0,2025-07-21T09:25:33.852624,,+916363547255,False
a804f89e-2128-449b-9576-5d181134bd8b,Victor Johnson,"91316 Cole Tunnel, Port Ebony, PW 68676",560001,-74.161405,4.152434,2.61,cod,failed,,261.0,2025-07-21T09:25:33.853410,,+916363547255,True
2f572823-6b35-4f53-a998-a178b0b2bc77,Ashley Swanson,"72549 Megan Pass Apt. 943, Johntown, TX 84153",400003,46.810736,-143.827370,1.74,cod,paid,,174.0,2025-07-21T09:25:33.854093,,+916363547255,False
1df9a96f-664a-401b-94e3-7a621c155c8a,Andrew Marshall,"503 Rodriguez Spring, South Lisa, SD 31797",400001,54.075656,7.611248,4.6,cod,paid,,460.0,2025-07-21T09:25:33.854504,,+916363547255,True
7cadccf4-c48e-4e8a-94a9-a449700ac5e7,Jeremy Franklin,"401 Wendy Square Suite 199, Walterside, IL 81814",700003,-54.268506,-90.643710,4.16,upi,failed,,416.0,2025-07-21T09:25:33.854907,,+916363547255,False
c0ee8c67-5aee-4240-9aca-21171c548d26,Anthony Hicks,"8366 Laura Underpass Apt. 209, Port Jeremy, WA 33154",110002,-80.789080,-31.868491,1.59,cod,paid,,159.0,2025-07-21T09:25:33.855278,,+916363547255,True
dbfd4bd1-a712-4ca2-8af4-0d66f31c61b6,Robert Stanley,"09460 Maria Branch Suite 899, Raybury, AS 99381",110003,6.638502,13.481895,1.35,cod,paid,,135.0,2025-07-21T09:25:33.855673,,+916363547255,False
db9e3ae1-7bbe-4b9e-94c3-e0607d76036d,Brad Carey,"6000 Williams Corner, New Dennis, VA 68842",600001,-73.546462,139.969446,4.32,prepaid,failed,,432.0,2025-07-21T09:25:33.856058,,+916363547255,True
7614287d-2d90-4748-8018-62c3360b0557,Jessica Ortega,"1987 Mary Shoal Suite 131, Jenniferbury, WI 79955",400002,63.353850,-123.578801,4.19,prepaid,paid,,419.0,2025-07-21T09:25:33.856432,,+916363547255,True
